Date,BlockShape,Color,Region,QuantitySold,Revenue
2020-01-01,I,Purple,East,0.0,1.0
2020-01-01,L,Blue,West,0.0,3.0
2020-01-01,L,Blue,North,0.0,3.0
2020-01-01,I,Purple,East,0.0,2.0
2020-01-01,L,Blue,South,0.0,50.0
2020-01-01,I,Purple,North,0.0,4.0
2020-01-01,I,Purple,North,0.0,1.0
2020-01-01,I,Purple,South,0.0,1.0
2020-01-01,I,Purple,West,0.0,2.0
2020-01-01,L,Blue,North,0.0,3.0
2020-01-01,L,Blue,West,0.0,4.0
2020-01-01,L,Blue,West,0.0,4.0
2020-01-01,L,Blue,North,0.0,4.0
2020-01-01,L,Blue,East,0.0,4.0
2020-01-01,L,Blue,West,0.0,7.0
2020-01-01,T,Red,North,0.0,1.0
2020-01-01,L,Blue,North,0.0,1.0
2020-01-01,L,Blue,North,0.0,12.0
2020-01-01,L,Blue,North,0.0,2.0
2020-01-01,L,Blue,West,0.0,7.0
2020-01-01,I,Purple,West,0.0,3.0
2020-01-01,I,Purple,South,0.0,1.0
2020-01-01,I,Purple,North,0.0,0.41
2020-01-01,T,Red,East,0.0,17.560000000000002
2020-01-01,I,Purple,North,0.0,7.99
2020-01-01,I,Purple,South,0.0,1.0
2020-01-01,I,Purple,North,0.0,0.89
2020-01-01,T,Red,North,0.0,1.16
2020-01-01,T,Red,East,0.0,0.33
2020-01-01,T,Red,East,0.0,1.25
2020-01-01,I,Purple,East,0.0,2.8
2020-01-01,L,Blue,East,2.0,311.0
2020-01-01,I,Purple,East,0.0,2.21
2020-01-01,I,Purple,North,0.0,0.48
2020-01-01,I,Purple,South,0.0,0.51
2020-01-01,I,Purple,South,0.0,41.13
2020-01-01,T,Red,North,0.0,21.27
2020-01-01,T,Red,South,0.0,4.12
2020-01-01,L,Blue,West,0.0,1.0
2020-01-01,L,Blue,North,0.0,25.36
2020-01-01,L,Blue,North,1.0,260.0
2020-01-01,L,Blue,East,0.0,15.0
2020-01-01,I,Purple,West,0.0,1.53
2020-01-01,I,Purple,South,0.0,4.75
2020-01-01,T,Red,East,0.0,13.91
2020-01-01,I,Purple,South,0.0,18.72
2020-01-01,T,Red,North,0.0,62.44
2020-01-01,I,Purple,East,0.0,0.32
2020-01-01,T,Red,South,0.0,20.94
2020-01-01,I,Purple,South,0.0,4.59
2020-01-01,I,Purple,South,0.0,0.4
2020-01-01,T,Red,South,0.0,14.07
2020-01-01,I,Purple,East,0.0,17.54
2020-01-01,I,Purple,South,0.0,17.39
2020-01-01,I,Purple,West,0.0,0.48
2020-01-01,I,Purple,West,0.0,0.08
2020-01-01,T,Red,North,0.0,0.4
2020-01-01,I,Purple,North,0.0,10.71
2020-01-01,I,Purple,South,0.0,5.56
2020-01-01,I,Purple,West,0.0,5.28
2020-01-01,I,Purple,West,0.0,12.49
2020-01-01,I,Purple,North,0.0,23.62
2020-01-01,I,Purple,East,0.0,16.85
2020-01-01,I,Purple,East,0.0,18.7
2020-01-01,I,Purple,South,0.0,5.49
2020-01-01,I,Purple,North,0.0,0.08
2020-01-01,T,Red,South,0.0,16.8
2020-01-01,I,Purple,North,0.0,38.16
2020-01-01,I,Purple,East,0.0,0.13
2020-01-01,I,Purple,North,0.0,6.47
2020-01-01,I,Purple,North,0.0,0.17
2020-01-01,I,Purple,North,0.0,0.82
2020-01-01,I,Purple,North,0.0,47.35
2020-01-01,I,Purple,North,0.0,0.34
2020-01-01,I,Purple,West,0.0,39.370000000000005
2020-01-01,I,Purple,North,0.0,1.0
2020-01-01,I,Purple,North,0.0,50.39
2020-01-01,I,Purple,West,0.0,25.82
2020-01-01,I,Purple,West,0.0,0.08
2020-01-01,I,Purple,East,0.0,98.75
2020-01-01,I,Purple,East,0.0,5.59
2020-01-01,I,Purple,East,0.0,26.04
2020-01-01,I,Purple,South,0.0,0.24
2020-01-01,I,Purple,South,0.0,1.34
2020-01-01,I,Purple,North,0.0,3.21
2020-01-01,T,Red,East,0.0,12.0
2020-01-01,I,Purple,South,0.0,19.79
2020-01-01,I,Purple,South,0.0,4.61
2020-01-01,I,Purple,South,0.0,0.16
2020-01-01,I,Purple,West,0.0,0.32
2020-01-01,I,Purple,North,0.0,10.53
2020-01-01,I,Purple,South,0.0,0.17
2020-01-01,I,Purple,South,0.0,14.69
2020-01-01,I,Purple,East,0.0,0.17
2020-01-01,I,Purple,South,0.0,6.28
2020-01-01,I,Purple,East,0.0,7.08
2020-01-01,I,Purple,South,0.0,1.01
2020-01-01,I,Purple,North,0.0,20.03
2020-01-01,I,Purple,South,0.0,0.16
2020-01-01,I,Purple,East,0.0,91.76
2020-01-01,T,Red,South,0.0,0.36
2020-01-01,I,Purple,East,0.0,0.16
2020-01-01,I,Purple,North,0.0,8.14
2020-01-01,I,Purple,West,0.0,20.0
2020-01-01,I,Purple,North,0.0,48.99
2020-01-01,I,Purple,North,0.0,15.19
2020-01-01,I,Purple,South,0.0,0.34
2020-01-01,I,Purple,North,0.0,4.25
2020-01-01,I,Purple,West,0.0,0.0
2020-01-01,I,Purple,East,0.0,64.97
2020-01-01,I,Purple,West,0.0,14.62
2020-01-01,I,Purple,West,0.0,10.14
2020-01-01,I,Purple,West,0.0,2.72
2020-01-01,I,Purple,South,0.0,0.16
2020-01-01,I,Purple,West,0.0,5.27
2020-01-01,I,Purple,East,0.0,18.13
2020-01-01,I,Purple,North,0.0,6.27
2020-01-01,I,Purple,East,0.0,10.18
2020-01-01,I,Purple,North,0.0,0.33
2020-01-01,I,Purple,West,0.0,8.77
2020-01-01,I,Purple,East,0.0,36.76
2020-01-01,I,Purple,South,0.0,3.4
2020-01-01,I,Purple,South,0.0,3.91
2020-01-01,I,Purple,East,0.0,0.08
2020-01-01,I,Purple,North,0.0,0.66
2020-01-01,I,Purple,South,0.0,0.08
2020-01-01,I,Purple,North,0.0,20.23
2020-01-01,I,Purple,North,0.0,0.17
2020-01-01,I,Purple,South,0.0,0.85
2020-01-01,T,Red,North,0.0,1.0
2020-01-01,I,Purple,West,0.0,21.64
2020-01-01,I,Purple,East,0.0,0.08
2020-01-01,I,Purple,East,0.0,7.05
2020-01-01,I,Purple,East,0.0,21.42
2020-01-01,I,Purple,North,0.0,18.32
2020-01-01,I,Purple,West,0.0,9.4
2020-01-01,I,Purple,East,0.0,7.59
2020-01-01,I,Purple,East,0.0,0.4
2020-01-01,I,Purple,East,0.0,23.21
2020-01-01,I,Purple,East,0.0,0.32
2020-01-01,I,Purple,East,0.0,0.32
2020-01-01,I,Purple,South,0.0,16.58
2020-01-01,I,Purple,North,0.0,1.02
2020-01-01,T,Red,East,1.0,150.92000000000002
2020-01-01,I,Purple,South,0.0,60.26
2020-01-01,I,Purple,West,0.0,20.880000000000003
2020-01-01,I,Purple,North,0.0,16.78
2020-01-01,I,Purple,South,0.0,1.18
2020-01-01,T,Red,East,0.0,2.9699999999999998
2020-01-01,I,Purple,West,0.0,0.17
2020-01-01,T,Red,South,0.0,81.75
2020-01-01,I,Purple,West,0.0,26.6
2020-01-01,I,Purple,South,0.0,131.63
2020-01-01,I,Purple,South,0.0,35.33
2020-01-01,I,Purple,South,0.0,20.2
2020-01-01,I,Purple,North,0.0,23.33
2020-01-01,I,Purple,North,0.0,6.11
2020-01-01,I,Purple,East,0.0,0.4
2020-01-01,I,Purple,North,0.0,2.04
2020-01-01,I,Purple,East,0.0,0.85
2020-01-01,I,Purple,East,0.0,7.72
2020-01-01,I,Purple,East,0.0,36.77
2020-01-01,I,Purple,West,0.0,0.51
2020-01-01,I,Purple,West,0.0,1.85
2020-01-01,I,Purple,West,0.0,3.2
2020-01-01,I,Purple,North,0.0,19.78
2020-01-01,I,Purple,West,0.0,12.34
2020-01-01,I,Purple,East,0.0,2.54
2020-01-01,T,Red,East,0.0,12.18
2020-01-01,I,Purple,South,0.0,0.24
2020-01-01,I,Purple,West,0.0,1.53
2020-01-01,I,Purple,South,0.0,0.67
2020-01-01,I,Purple,West,0.0,7.65
2020-01-01,I,Purple,North,0.0,0.32
2020-01-01,I,Purple,East,0.0,0.34
2020-01-01,I,Purple,East,0.0,10.5
2020-01-01,I,Purple,East,0.0,0.68
2020-01-01,I,Purple,North,0.0,19.19
2020-01-01,I,Purple,North,0.0,1.86
2020-01-01,T,Red,South,0.0,4.89
2020-01-01,I,Purple,East,0.0,1.02
2020-01-01,I,Purple,East,0.0,15.92
2020-01-01,I,Purple,North,0.0,7.29
2020-01-01,I,Purple,East,0.0,0.17
2020-01-01,I,Purple,East,0.0,15.09
2020-01-01,I,Purple,South,0.0,0.08
2020-01-01,I,Purple,North,0.0,0.85
2020-01-01,I,Purple,West,0.0,13.08
2020-01-01,I,Purple,North,0.0,0.08
2020-01-01,I,Purple,North,0.0,21.24
2020-01-01,I,Purple,East,0.0,10.35
2020-01-01,I,Purple,West,0.0,1.69
2020-01-01,I,Purple,South,0.0,0.83
2020-01-01,I,Purple,West,0.0,10.68
2020-01-01,I,Purple,West,0.0,77.83
2020-01-01,I,Purple,West,0.0,1.45
2020-01-01,I,Purple,East,0.0,0.33
2020-01-01,I,Purple,North,0.0,87.84
2020-01-01,I,Purple,West,0.0,0.24
2020-01-01,I,Purple,South,0.0,0.64
2020-01-01,I,Purple,East,0.0,9.84
2020-01-01,I,Purple,West,0.0,2.73
2020-01-01,I,Purple,North,0.0,0.17
2020-01-01,I,Purple,West,0.0,0.32
2020-01-01,I,Purple,East,0.0,3.36
2020-01-01,I,Purple,West,0.0,9.0
2020-01-01,I,Purple,South,0.0,17.79
2020-01-01,I,Purple,West,0.0,0.51
2020-01-01,I,Purple,East,0.0,0.65
2020-01-01,L,Blue,West,3.0,458.5
2020-01-01,L,Blue,South,0.0,95.0
2020-01-01,I,Purple,North,0.0,2.09
2020-01-01,I,Purple,South,0.0,13.34
2020-01-01,I,Purple,North,0.0,1.53
2020-01-01,I,Purple,East,0.0,4.58
2020-01-01,I,Purple,South,0.0,6.41
2020-01-01,I,Purple,South,0.0,2.0
2020-01-01,I,Purple,East,0.0,3.57
2020-01-01,I,Purple,North,0.0,11.559999999999999
2020-01-01,I,Purple,East,0.0,0.4
2020-01-01,I,Purple,West,0.0,0.08
2020-01-01,T,Red,South,0.0,10.379999999999999
2020-01-01,I,Purple,East,0.0,28.45
2020-01-01,I,Purple,North,0.0,0.08
2020-01-01,I,Purple,North,0.0,4.08
2020-01-01,I,Purple,North,0.0,0.16
2020-01-01,I,Purple,South,0.0,36.09
2020-01-01,I,Purple,West,0.0,0.56
2020-01-01,I,Purple,West,0.0,5.24
2020-01-01,I,Purple,East,0.0,1.17
2020-01-01,I,Purple,West,0.0,2.8
2020-01-01,I,Purple,East,0.0,0.5
2020-01-01,I,Purple,South,0.0,0.51
2020-01-01,I,Purple,West,0.0,1.36
2020-01-01,I,Purple,North,0.0,1.02
2020-01-01,I,Purple,East,0.0,4.91
2020-01-01,I,Purple,West,0.0,23.53
2020-01-01,I,Purple,South,0.0,1.53
2020-01-01,I,Purple,West,0.0,0.34
2020-01-01,I,Purple,East,0.0,2.52
2020-01-01,I,Purple,North,0.0,5.23
2020-01-01,I,Purple,North,0.0,0.56
2020-01-01,I,Purple,North,0.0,0.68
2020-01-01,I,Purple,North,0.0,10.43
2020-01-01,I,Purple,South,0.0,0.33
2020-01-01,I,Purple,West,0.0,0.62
2020-01-01,I,Purple,East,0.0,15.57
2020-01-01,I,Purple,West,0.0,0.17
2020-01-01,I,Purple,North,0.0,0.4
2020-01-01,I,Purple,South,0.0,0.08
2020-01-01,I,Purple,South,0.0,33.06
2020-01-01,I,Purple,East,0.0,4.9
2020-01-01,I,Purple,South,0.0,0.9
2020-01-01,T,Red,East,0.0,6.890000000000001
2020-01-01,I,Purple,South,0.0,0.68
2020-01-01,I,Purple,East,0.0,0.56
2020-01-01,I,Purple,West,0.0,30.82
2020-01-01,I,Purple,West,0.0,0.17
2020-01-01,I,Purple,North,0.0,1.6800000000000002
2020-01-01,I,Purple,South,0.0,21.89
2020-01-01,I,Purple,West,0.0,2.72
2020-01-01,I,Purple,South,0.0,43.82
2020-01-01,I,Purple,South,0.0,0.85
2020-01-01,I,Purple,West,0.0,31.91
2020-01-01,I,Purple,West,0.0,22.26
2020-01-01,I,Purple,East,0.0,0.67
2020-01-01,L,Blue,North,0.0,18.68
2020-01-01,I,Purple,North,0.0,0.17
2020-01-01,I,Purple,South,0.0,0.08
2020-01-01,I,Purple,West,0.0,1.7
2020-01-01,I,Purple,South,0.0,1.0
2020-01-01,I,Purple,North,0.0,1.47
2020-01-01,I,Purple,South,0.0,0.64
2020-01-01,I,Purple,South,0.0,3.22
2020-01-01,I,Purple,North,0.0,0.16
2020-01-01,I,Purple,East,0.0,5.24
2020-01-01,I,Purple,North,0.0,2.2
2020-01-01,I,Purple,East,0.0,3.06
2020-01-01,I,Purple,East,0.0,0.88
2020-01-01,I,Purple,South,0.0,0.51
2020-01-01,I,Purple,East,0.0,1.31
2020-01-01,I,Purple,South,0.0,2.8
2020-01-01,I,Purple,North,0.0,0.68
2020-01-01,I,Purple,West,0.0,6.35
2020-01-01,I,Purple,South,0.0,0.4
2020-01-01,I,Purple,East,0.0,1.96
2020-01-01,I,Purple,South,0.0,0.68
2020-01-01,I,Purple,North,0.0,93.69
2020-01-01,I,Purple,East,0.0,6.63
2020-01-01,I,Purple,North,0.0,0.34
2020-01-01,T,Red,East,0.0,21.32
2020-01-01,T,Red,West,0.0,22.8
2020-01-01,I,Purple,South,0.0,9.78
2020-01-01,I,Purple,North,0.0,8.23
2020-01-01,I,Purple,East,0.0,40.879999999999995
2020-01-01,I,Purple,West,0.0,0.16
2020-01-01,T,Red,North,0.0,12.25
2020-01-01,I,Purple,South,0.0,0.72
2020-01-01,I,Purple,North,0.0,10.22
2020-01-01,I,Purple,South,0.0,7.99
2020-01-01,T,Red,South,0.0,1.0
2020-01-01,I,Purple,East,0.0,0.25
2020-01-01,I,Purple,South,0.0,75.07
2020-01-01,I,Purple,North,0.0,7.26
2020-01-01,I,Purple,North,0.0,0.0
2020-01-01,I,Purple,East,0.0,0.08
2020-01-01,T,Red,South,0.0,2.0
2020-01-01,T,Red,North,0.0,3.64
2020-01-01,I,Purple,West,0.0,0.08
2020-01-01,I,Purple,South,0.0,2.1799999999999997
2020-01-01,I,Purple,East,0.0,11.7
2020-01-01,I,Purple,South,0.0,0.33
2020-01-01,I,Purple,West,0.0,1.36
2020-01-01,I,Purple,East,0.0,0.34
2020-01-01,T,Red,North,0.0,28.54
2020-01-01,I,Purple,North,0.0,0.32
2020-01-01,I,Purple,West,0.0,0.34
2020-01-01,T,Red,East,0.0,12.54
2020-01-01,I,Purple,East,0.0,2.08
2020-01-01,I,Purple,South,0.0,7.16
2020-01-01,I,Purple,South,0.0,3.74
2020-01-01,T,Red,West,0.0,28.1
2020-01-01,I,Purple,West,0.0,6.96
2020-01-01,I,Purple,North,0.0,4.23
2020-01-01,I,Purple,North,0.0,3.21
2020-01-01,I,Purple,South,0.0,0.5
2020-01-01,L,Blue,East,0.0,1.0
2020-01-01,I,Purple,East,0.0,0.33
2020-01-01,I,Purple,South,0.0,0.51
2020-01-01,I,Purple,North,0.0,15.43
2020-01-01,T,Red,North,0.0,3.84
2020-01-01,I,Purple,West,0.0,0.17
2020-01-01,I,Purple,West,0.0,0.24
2020-01-01,I,Purple,East,0.0,6.7
2020-01-01,I,Purple,East,0.0,1.53
2020-01-01,T,Red,South,0.0,43.0
2020-01-01,I,Purple,East,0.0,1.01
2020-01-01,I,Purple,West,0.0,4.9
2020-01-01,I,Purple,South,0.0,0.33
2020-01-01,I,Purple,North,0.0,20.34
2020-01-01,I,Purple,North,0.0,14.22
2020-01-01,I,Purple,North,0.0,29.72
2020-01-01,I,Purple,East,0.0,23.87
2020-01-01,I,Purple,North,0.0,2.96
2020-01-01,I,Purple,South,0.0,0.06
2020-01-01,I,Purple,North,0.0,0.68
2020-01-01,I,Purple,South,0.0,0.32
2020-01-01,I,Purple,South,0.0,0.4
2020-01-01,I,Purple,West,0.0,17.83
2020-01-01,T,Red,East,0.0,97.13
2020-01-01,I,Purple,South,0.0,1.36
2020-01-01,I,Purple,East,0.0,66.55
2020-01-01,T,Red,East,0.0,38.06
2020-01-01,I,Purple,North,0.0,1.62
2020-01-01,I,Purple,East,0.0,0.08
2020-01-01,I,Purple,West,0.0,34.15
2020-01-01,I,Purple,East,0.0,1.4
2020-01-01,T,Red,North,0.0,66.45
2020-01-01,T,Red,East,0.0,0.33
2020-01-01,I,Purple,West,0.0,6.95
2020-01-01,T,Red,West,0.0,53.93
2020-01-01,I,Purple,South,0.0,8.15
2020-01-01,I,Purple,South,0.0,6.59
2020-01-01,I,Purple,North,0.0,63.77
2020-01-01,I,Purple,South,0.0,2.01
2020-01-01,I,Purple,North,0.0,0.17
2020-01-01,I,Purple,West,0.0,0.36
2020-01-01,T,Red,West,0.0,0.34
2020-01-01,I,Purple,West,0.0,51.58
2020-01-01,I,Purple,West,0.0,1.52
2020-01-01,T,Red,South,0.0,10.84
2020-01-01,I,Purple,North,0.0,0.17
2020-01-01,I,Purple,West,0.0,0.51
2020-01-01,I,Purple,North,0.0,1.04
2020-01-01,T,Red,West,0.0,34.18
2020-01-01,I,Purple,North,0.0,13.5
2020-01-01,I,Purple,North,0.0,0.17
2020-01-01,T,Red,South,0.0,31.04
2020-01-01,I,Purple,North,0.0,10.84
2020-01-01,I,Purple,East,0.0,20.53
2020-01-01,I,Purple,East,0.0,3.86
2020-01-01,I,Purple,South,0.0,9.690000000000001
2020-01-01,I,Purple,South,0.0,0.74
2020-01-01,I,Purple,South,0.0,16.16
2020-01-01,I,Purple,West,0.0,0.08
2020-01-01,T,Red,East,0.0,0.08
2020-01-01,I,Purple,West,0.0,3.74
2020-01-01,I,Purple,West,0.0,0.56
2020-01-01,I,Purple,North,0.0,8.48
2020-01-01,T,Red,West,0.0,1.0
2020-01-01,T,Red,North,0.0,1.0
2020-01-01,I,Purple,East,0.0,13.87
2020-01-01,T,Red,West,0.0,4.54
2020-01-01,I,Purple,North,0.0,0.33
2020-01-01,I,Purple,East,0.0,0.5
2020-01-01,I,Purple,South,0.0,9.99
2020-01-01,I,Purple,North,0.0,0.64
2020-01-01,I,Purple,South,0.0,3.5
2020-01-01,I,Purple,West,0.0,0.17
2020-01-01,I,Purple,South,0.0,0.32
2020-01-01,I,Purple,East,0.0,0.88
2020-01-01,I,Purple,North,0.0,14.06
2020-01-01,I,Purple,South,0.0,9.0
2020-01-01,I,Purple,South,0.0,15.54
2020-01-01,I,Purple,South,0.0,2.54
2020-01-01,I,Purple,South,0.0,1.19
2020-01-01,T,Red,South,0.0,14.87
2020-01-01,I,Purple,West,0.0,1.53
2020-01-01,I,Purple,East,0.0,21.64
2020-01-01,I,Purple,North,0.0,6.24
2020-01-01,I,Purple,East,0.0,19.87
2020-01-01,I,Purple,West,0.0,1.7
2020-01-01,I,Purple,West,0.0,0.16
2020-01-01,I,Purple,South,0.0,23.43
2020-01-01,I,Purple,West,0.0,33.58
2020-01-01,I,Purple,South,0.0,0.84
2020-01-01,T,Red,North,0.0,2.1799999999999997
2020-01-01,I,Purple,South,0.0,119.39
2020-01-01,I,Purple,North,0.0,1.01
2020-01-01,I,Purple,West,0.0,0.33
2020-01-01,I,Purple,North,0.0,11.16
2020-01-01,I,Purple,South,0.0,0.24
2020-01-01,T,Red,East,0.0,5.87
2020-01-01,I,Purple,North,0.0,0.67
2020-01-01,I,Purple,South,0.0,0.25
2020-01-01,I,Purple,West,0.0,0.32
2020-01-01,I,Purple,East,0.0,8.65
2020-01-01,I,Purple,South,0.0,2.41
2020-01-01,T,Red,East,0.0,0.41
2020-01-01,I,Purple,East,0.0,0.17
2020-01-01,T,Red,South,0.0,0.24
2020-01-01,I,Purple,West,0.0,9.27
2020-01-01,I,Purple,South,0.0,12.83
2020-01-01,I,Purple,East,0.0,0.51
2020-01-01,I,Purple,North,0.0,0.16
2020-01-01,I,Purple,East,0.0,2.19
2020-01-01,T,Red,East,0.0,4.91
2020-01-01,I,Purple,East,0.0,3.06
2020-01-01,I,Purple,North,0.0,14.49
2020-01-01,I,Purple,East,0.0,9.98
2020-01-01,I,Purple,West,0.0,3.73
2020-01-01,T,Red,South,0.0,4.42
2020-01-01,I,Purple,East,0.0,32.75
2020-01-01,T,Red,North,0.0,24.52
2020-01-01,I,Purple,East,0.0,13.52
2020-01-01,I,Purple,East,0.0,1.7
2020-01-01,T,Red,South,0.0,3.57
2020-01-01,I,Purple,East,0.0,1.19
2020-01-01,I,Purple,West,0.0,2.4
2020-01-01,I,Purple,East,0.0,0.85
2020-01-01,I,Purple,East,0.0,18.49
2020-01-01,I,Purple,East,0.0,11.94
2020-01-01,I,Purple,North,0.0,12.88
2020-01-01,I,Purple,West,0.0,4.2
2020-01-01,I,Purple,West,0.0,1.69
2020-01-01,I,Purple,South,0.0,1.64
2020-01-01,I,Purple,South,0.0,7.84
2020-01-01,I,Purple,South,0.0,5.26
2020-01-01,I,Purple,South,0.0,1.17
2020-01-01,I,Purple,East,0.0,0.88
2020-01-01,I,Purple,North,0.0,51.38
2020-01-01,I,Purple,North,0.0,0.17
2020-01-01,I,Purple,North,0.0,1.87
2020-01-01,I,Purple,North,0.0,41.94
2020-01-01,I,Purple,South,0.0,0.64
2020-01-01,I,Purple,North,0.0,2.03
2020-01-01,T,Red,East,0.0,3.91
2020-01-01,I,Purple,East,0.0,8.9
2020-01-01,I,Purple,West,0.0,2.54
2020-01-01,I,Purple,West,0.0,19.34
2020-01-01,I,Purple,East,0.0,16.46
2020-01-01,I,Purple,East,0.0,1.51
2020-01-01,I,Purple,East,0.0,0.66
2020-01-01,I,Purple,South,0.0,21.0
2020-01-01,T,Red,West,0.0,10.0
2020-01-01,T,Red,West,0.0,12.08
2020-01-01,I,Purple,East,0.0,0.17
2020-01-01,T,Red,West,0.0,9.0
2020-01-01,I,Purple,South,0.0,2.03
2020-01-01,I,Purple,East,0.0,0.17
2020-01-01,L,Blue,West,1.0,175.9
2020-01-01,I,Purple,South,0.0,0.17
2020-01-01,T,Red,East,0.0,1.84
2020-01-01,I,Purple,North,0.0,0.16
2020-01-01,T,Red,North,0.0,3.36
2020-01-01,I,Purple,North,0.0,0.17
2020-01-01,T,Red,West,0.0,20.68
2020-01-01,I,Purple,North,0.0,66.47
2020-01-01,I,Purple,East,0.0,1.17
2020-01-01,T,Red,East,0.0,123.35
2020-01-01,I,Purple,East,0.0,2.2
2020-01-01,I,Purple,South,0.0,0.73
2020-01-01,I,Purple,East,0.0,0.68
2020-01-01,T,Red,North,0.0,21.83
2020-01-01,I,Purple,West,0.0,0.17
2020-01-01,I,Purple,West,0.0,1.19
2020-01-01,I,Purple,East,-1.0,-0.17
2020-01-01,T,Red,West,0.0,1.0
2020-01-01,T,Red,West,0.0,105.0
2020-01-01,I,Purple,North,0.0,1.17
2020-01-01,I,Purple,South,0.0,4.63
2020-01-01,T,Red,South,0.0,9.74
2020-01-01,T,Red,East,0.0,0.16
2020-01-01,I,Purple,West,0.0,0.34
2020-01-01,I,Purple,East,0.0,1.01
2020-01-01,I,Purple,West,0.0,130.39
2020-01-01,T,Red,West,0.0,83.62
2020-01-01,I,Purple,South,0.0,9.76
2020-01-01,T,Red,South,0.0,6.529999999999999
2020-01-01,T,Red,East,0.0,19.7
2020-01-01,T,Red,North,0.0,3.83
2020-01-01,I,Purple,South,0.0,7.96
2020-01-01,T,Red,South,0.0,9.76
2020-01-01,I,Purple,East,0.0,0.85
2020-01-01,T,Red,South,0.0,5.88
2020-01-01,T,Red,East,0.0,14.45
2020-01-01,I,Purple,West,0.0,0.34
2020-01-01,T,Red,North,0.0,5.45
2020-01-01,T,Red,West,0.0,5.78
2020-01-01,T,Red,North,0.0,1.0
2020-01-01,I,Purple,North,0.0,1.36
2020-01-01,T,Red,North,0.0,9.85
2020-01-01,I,Purple,West,0.0,9.27
2020-01-01,T,Red,East,0.0,10.030000000000001
2020-01-01,I,Purple,East,0.0,4.0
2020-01-01,I,Purple,South,0.0,7.22
2020-01-01,I,Purple,East,0.0,0.17
2020-01-01,I,Purple,South,0.0,12.74
2020-01-01,I,Purple,West,0.0,0.24
2020-01-01,L,Blue,South,2.0,277.0
2020-01-01,I,Purple,North,0.0,0.51
2020-01-01,I,Purple,North,0.0,0.34
2020-01-01,I,Purple,South,0.0,7.6
2020-01-01,I,Purple,West,0.0,4.42
2020-01-01,T,Red,East,0.0,22.310000000000002
2020-01-01,I,Purple,West,0.0,0.85
2020-01-01,T,Red,West,0.0,24.03
2020-01-01,T,Red,East,0.0,10.309999999999999
2020-01-01,I,Purple,West,0.0,7.33
2020-01-01,I,Purple,East,0.0,2.8
2020-01-01,I,Purple,South,0.0,0.2
2020-01-01,T,Red,West,1.0,152.53
2020-01-01,L,Blue,North,7.0,956.0
2020-01-01,I,Purple,West,0.0,0.25
2020-01-01,I,Purple,South,0.0,0.25
2020-01-01,T,Red,East,0.0,16.92
2020-01-01,I,Purple,West,0.0,0.16
2020-01-01,I,Purple,North,0.0,0.33
2020-01-01,T,Red,South,0.0,15.81
2020-01-01,I,Purple,South,0.0,57.29
2020-01-01,I,Purple,East,0.0,0.17
2020-01-01,T,Red,East,0.0,10.7
2020-01-01,I,Purple,North,0.0,0.16
2020-01-01,T,Red,East,0.0,18.35
2020-01-01,I,Purple,East,0.0,0.17
2020-01-01,I,Purple,South,0.0,3.51
2020-01-01,I,Purple,South,0.0,6.77
2020-01-01,I,Purple,North,0.0,11.3
2020-01-01,I,Purple,North,0.0,2.19
2020-01-01,T,Red,North,0.0,4.32
2020-01-01,I,Purple,West,0.0,0.33
2020-01-01,I,Purple,West,0.0,0.17
2020-01-01,I,Purple,West,0.0,0.34
2020-01-01,I,Purple,West,0.0,2.69
2020-01-01,T,Red,East,0.0,6.65
2020-01-01,T,Red,South,0.0,6.67
2020-01-01,I,Purple,South,0.0,0.34
2020-01-01,I,Purple,East,0.0,30.24
2020-01-01,I,Purple,East,0.0,26.28
2020-01-01,I,Purple,East,0.0,0.51
2020-01-01,I,Purple,West,0.0,1.7
2020-01-01,I,Purple,West,0.0,5.07
2020-01-01,T,Red,North,0.0,10.059999999999999
2020-01-01,T,Red,East,0.0,3.28
2020-01-01,I,Purple,South,0.0,2.53
2020-01-01,I,Purple,East,0.0,3.74
2020-01-01,I,Purple,East,0.0,16.32
2020-01-01,T,Red,West,0.0,5.21
2020-01-01,I,Purple,South,0.0,16.21
2020-01-01,T,Red,West,0.0,13.120000000000001
2020-01-01,I,Purple,North,0.0,0.32
2020-01-01,I,Purple,North,0.0,39.57
2020-01-01,T,Red,West,0.0,20.91
2020-01-01,I,Purple,South,0.0,64.57
2020-01-01,I,Purple,North,0.0,6.06
2020-01-01,T,Red,North,0.0,71.8
2020-01-01,I,Purple,West,0.0,10.15
2020-01-01,T,Red,West,0.0,73.9
2020-01-01,I,Purple,North,0.0,3.45
2020-01-01,I,Purple,East,0.0,79.63
2020-01-01,I,Purple,North,0.0,49.01
2020-01-01,T,Red,North,1.0,161.07
2020-01-01,T,Red,South,1.0,245.75
2020-01-01,I,Purple,West,0.0,2.4
2020-01-01,I,Purple,South,0.0,1.02
2020-01-01,I,Purple,West,0.0,0.85
2020-01-01,I,Purple,West,0.0,1.02
2020-01-01,I,Purple,West,2.0,407.44
2020-01-01,I,Purple,South,0.0,0.25
2020-01-01,I,Purple,South,0.0,0.73
2020-01-01,T,Red,North,0.0,12.63
2020-01-01,I,Purple,South,0.0,15.69
2020-01-01,I,Purple,South,0.0,3.22
2020-01-01,I,Purple,North,0.0,0.66
2020-01-01,I,Purple,West,0.0,0.33
2020-01-01,I,Purple,West,0.0,0.17
2020-01-01,I,Purple,North,0.0,15.76
2020-01-01,T,Red,North,1.0,171.93
